"NOC","Year","Season","Medal","Count"
"DEN",1924,"Winter","Silver",0
"FIN",1924,"Winter","Silver",8
"NOR",1924,"Winter","Silver",7
"NED",1924,"Winter","Silver",0
"FRA",1924,"Winter","Silver",0
"ITA",1924,"Winter","Silver",0
"ESP",1924,"Winter","Silver",0
"RUS",1924,"Winter","Silver",0
"USA",1924,"Winter","Silver",10
"HUN",1924,"Winter","Silver",0
"AUS",1924,"Winter","Silver",0
"CAN",1924,"Winter","Silver",0
"URS",1924,"Winter","Silver",0
"JPN",1924,"Winter","Silver",0
"SUI",1924,"Winter","Silver",0
"GDR",1924,"Winter","Silver",0
"SWE",1924,"Winter","Silver",8
"GBR",1924,"Winter","Silver",4
"ROU",1924,"Winter","Silver",0
"GER",1924,"Winter","Silver",0
"POL",1924,"Winter","Silver",0
"TCH",1924,"Winter","Silver",0
"FRG",1924,"Winter","Silver",0
"KOR",1924,"Winter","Silver",0
"CHN",1924,"Winter","Silver",0
"DEN",1928,"Winter","Silver",0
"FIN",1928,"Winter","Silver",1
"NOR",1928,"Winter","Silver",4
"NED",1928,"Winter","Silver",0
"FRA",1928,"Winter","Silver",0
"ITA",1928,"Winter","Silver",0
"ESP",1928,"Winter","Silver",0
"RUS",1928,"Winter","Silver",0
"USA",1928,"Winter","Silver",6
"HUN",1928,"Winter","Silver",0
"AUS",1928,"Winter","Silver",0
"CAN",1928,"Winter","Silver",0
"URS",1928,"Winter","Silver",0
"JPN",1928,"Winter","Silver",0
"SUI",1928,"Winter","Silver",0
"GDR",1928,"Winter","Silver",0
"SWE",1928,"Winter","Silver",13
"GBR",1928,"Winter","Silver",0
"ROU",1928,"Winter","Silver",0
"GER",1928,"Winter","Silver",0
"POL",1928,"Winter","Silver",0
"TCH",1928,"Winter","Silver",0
"FRG",1928,"Winter","Silver",0
"KOR",1928,"Winter","Silver",0
"CHN",1928,"Winter","Silver",0
"DEN",1932,"Winter","Silver",0
"FIN",1932,"Winter","Silver",1
"NOR",1932,"Winter","Silver",4
"NED",1932,"Winter","Silver",0
"FRA",1932,"Winter","Silver",0
"ITA",1932,"Winter","Silver",0
"ESP",1932,"Winter","Silver",0
"RUS",1932,"Winter","Silver",0
"USA",1932,"Winter","Silver",21
"HUN",1932,"Winter","Silver",0
"AUS",1932,"Winter","Silver",0
"CAN",1932,"Winter","Silver",1
"URS",1932,"Winter","Silver",0
"JPN",1932,"Winter","Silver",0
"SUI",1932,"Winter","Silver",2
"GDR",1932,"Winter","Silver",0
"SWE",1932,"Winter","Silver",2
"GBR",1932,"Winter","Silver",0
"ROU",1932,"Winter","Silver",0
"GER",1932,"Winter","Silver",0
"POL",1932,"Winter","Silver",0
"TCH",1932,"Winter","Silver",0
"FRG",1932,"Winter","Silver",0
"KOR",1932,"Winter","Silver",0
"CHN",1932,"Winter","Silver",0
"DEN",1936,"Winter","Silver",0
"FIN",1936,"Winter","Silver",2
"NOR",1936,"Winter","Silver",8
"NED",1936,"Winter","Silver",0
"FRA",1936,"Winter","Silver",0
"ITA",1936,"Winter","Silver",0
"ESP",1936,"Winter","Silver",0
"RUS",1936,"Winter","Silver",0
"USA",1936,"Winter","Silver",0
"HUN",1936,"Winter","Silver",0
"AUS",1936,"Winter","Silver",0
"CAN",1936,"Winter","Silver",13
"URS",1936,"Winter","Silver",0
"JPN",1936,"Winter","Silver",0
"SUI",1936,"Winter","Silver",6
"GDR",1936,"Winter","Silver",0
"SWE",1936,"Winter","Silver",2
"GBR",1936,"Winter","Silver",1
"ROU",1936,"Winter","Silver",0
"GER",1936,"Winter","Silver",3
"POL",1936,"Winter","Silver",0
"TCH",1936,"Winter","Silver",0
"FRG",1936,"Winter","Silver",0
"KOR",1936,"Winter","Silver",0
"CHN",1936,"Winter","Silver",0
"DEN",1940,"Winter","Silver",0
"FIN",1940,"Winter","Silver",0
"NOR",1940,"Winter","Silver",0
"NED",1940,"Winter","Silver",0
"FRA",1940,"Winter","Silver",0
"ITA",1940,"Winter","Silver",0
"ESP",1940,"Winter","Silver",0
"RUS",1940,"Winter","Silver",0
"USA",1940,"Winter","Silver",0
"HUN",1940,"Winter","Silver",0
"AUS",1940,"Winter","Silver",0
"CAN",1940,"Winter","Silver",0
"URS",1940,"Winter","Silver",0
"JPN",1940,"Winter","Silver",0
"SUI",1940,"Winter","Silver",0
"GDR",1940,"Winter","Silver",0
"SWE",1940,"Winter","Silver",0
"GBR",1940,"Winter","Silver",0
"ROU",1940,"Winter","Silver",0
"GER",1940,"Winter","Silver",0
"POL",1940,"Winter","Silver",0
"TCH",1940,"Winter","Silver",0
"FRG",1940,"Winter","Silver",0
"KOR",1940,"Winter","Silver",0
"CHN",1940,"Winter","Silver",0
"DEN",1944,"Winter","Silver",0
"FIN",1944,"Winter","Silver",0
"NOR",1944,"Winter","Silver",0
"NED",1944,"Winter","Silver",0
"FRA",1944,"Winter","Silver",0
"ITA",1944,"Winter","Silver",0
"ESP",1944,"Winter","Silver",0
"RUS",1944,"Winter","Silver",0
"USA",1944,"Winter","Silver",0
"HUN",1944,"Winter","Silver",0
"AUS",1944,"Winter","Silver",0
"CAN",1944,"Winter","Silver",0
"URS",1944,"Winter","Silver",0
"JPN",1944,"Winter","Silver",0
"SUI",1944,"Winter","Silver",0
"GDR",1944,"Winter","Silver",0
"SWE",1944,"Winter","Silver",0
"GBR",1944,"Winter","Silver",0
"ROU",1944,"Winter","Silver",0
"GER",1944,"Winter","Silver",0
"POL",1944,"Winter","Silver",0
"TCH",1944,"Winter","Silver",0
"FRG",1944,"Winter","Silver",0
"KOR",1944,"Winter","Silver",0
"CHN",1944,"Winter","Silver",0
"DEN",1948,"Winter","Silver",0
"FIN",1948,"Winter","Silver",6
"NOR",1948,"Winter","Silver",3
"NED",1948,"Winter","Silver",0
"FRA",1948,"Winter","Silver",1
"ITA",1948,"Winter","Silver",0
"ESP",1948,"Winter","Silver",0
"RUS",1948,"Winter","Silver",0
"USA",1948,"Winter","Silver",4
"HUN",1948,"Winter","Silver",2
"AUS",1948,"Winter","Silver",0
"CAN",1948,"Winter","Silver",0
"URS",1948,"Winter","Silver",0
"JPN",1948,"Winter","Silver",0
"SUI",1948,"Winter","Silver",5
"GDR",1948,"Winter","Silver",0
"SWE",1948,"Winter","Silver",3
"GBR",1948,"Winter","Silver",0
"ROU",1948,"Winter","Silver",0
"GER",1948,"Winter","Silver",0
"POL",1948,"Winter","Silver",0
"TCH",1948,"Winter","Silver",17
"FRG",1948,"Winter","Silver",0
"KOR",1948,"Winter","Silver",0
"CHN",1948,"Winter","Silver",0
"DEN",1952,"Winter","Silver",0
"FIN",1952,"Winter","Silver",4
"NOR",1952,"Winter","Silver",6
"NED",1952,"Winter","Silver",3
"FRA",1952,"Winter","Silver",0
"ITA",1952,"Winter","Silver",0
"ESP",1952,"Winter","Silver",0
"RUS",1952,"Winter","Silver",0
"USA",1952,"Winter","Silver",25
"HUN",1952,"Winter","Silver",0
"AUS",1952,"Winter","Silver",0
"CAN",1952,"Winter","Silver",0
"URS",1952,"Winter","Silver",0
"JPN",1952,"Winter","Silver",0
"SUI",1952,"Winter","Silver",0
"GDR",1952,"Winter","Silver",0
"SWE",1952,"Winter","Silver",0
"GBR",1952,"Winter","Silver",0
"ROU",1952,"Winter","Silver",0
"GER",1952,"Winter","Silver",2
"POL",1952,"Winter","Silver",0
"TCH",1952,"Winter","Silver",0
"FRG",1952,"Winter","Silver",0
"KOR",1952,"Winter","Silver",0
"CHN",1952,"Winter","Silver",0
"DEN",1956,"Winter","Silver",0
"FIN",1956,"Winter","Silver",6
"NOR",1956,"Winter","Silver",1
"NED",1956,"Winter","Silver",0
"FRA",1956,"Winter","Silver",0
"ITA",1956,"Winter","Silver",6
"ESP",1956,"Winter","Silver",0
"RUS",1956,"Winter","Silver",0
"USA",1956,"Winter","Silver",19
"HUN",1956,"Winter","Silver",0
"AUS",1956,"Winter","Silver",0
"CAN",1956,"Winter","Silver",2
"URS",1956,"Winter","Silver",5
"JPN",1956,"Winter","Silver",1
"SUI",1956,"Winter","Silver",2
"GDR",1956,"Winter","Silver",0
"SWE",1956,"Winter","Silver",4
"GBR",1956,"Winter","Silver",0
"ROU",1956,"Winter","Silver",0
"GER",1956,"Winter","Silver",0
"POL",1956,"Winter","Silver",0
"TCH",1956,"Winter","Silver",0
"FRG",1956,"Winter","Silver",0
"KOR",1956,"Winter","Silver",0
"CHN",1956,"Winter","Silver",0
"DEN",1960,"Winter","Silver",0
"FIN",1960,"Winter","Silver",3
"NOR",1960,"Winter","Silver",6
"NED",1960,"Winter","Silver",1
"FRA",1960,"Winter","Silver",0
"ITA",1960,"Winter","Silver",0
"ESP",1960,"Winter","Silver",0
"RUS",1960,"Winter","Silver",0
"USA",1960,"Winter","Silver",4
"HUN",1960,"Winter","Silver",0
"AUS",1960,"Winter","Silver",0
"CAN",1960,"Winter","Silver",17
"URS",1960,"Winter","Silver",7
"JPN",1960,"Winter","Silver",0
"SUI",1960,"Winter","Silver",0
"GDR",1960,"Winter","Silver",0
"SWE",1960,"Winter","Silver",2
"GBR",1960,"Winter","Silver",0
"ROU",1960,"Winter","Silver",0
"GER",1960,"Winter","Silver",4
"POL",1960,"Winter","Silver",1
"TCH",1960,"Winter","Silver",1
"FRG",1960,"Winter","Silver",0
"KOR",1960,"Winter","Silver",0
"CHN",1960,"Winter","Silver",0
"DEN",1964,"Winter","Silver",0
"FIN",1964,"Winter","Silver",7
"NOR",1964,"Winter","Silver",6
"NED",1964,"Winter","Silver",1
"FRA",1964,"Winter","Silver",4
"ITA",1964,"Winter","Silver",2
"ESP",1964,"Winter","Silver",0
"RUS",1964,"Winter","Silver",0
"USA",1964,"Winter","Silver",2
"HUN",1964,"Winter","Silver",0
"AUS",1964,"Winter","Silver",0
"CAN",1964,"Winter","Silver",2
"URS",1964,"Winter","Silver",8
"JPN",1964,"Winter","Silver",0
"SUI",1964,"Winter","Silver",0
"GDR",1964,"Winter","Silver",0
"SWE",1964,"Winter","Silver",21
"GBR",1964,"Winter","Silver",0
"ROU",1964,"Winter","Silver",0
"GER",1964,"Winter","Silver",4
"POL",1964,"Winter","Silver",0
"TCH",1964,"Winter","Silver",0
"FRG",1964,"Winter","Silver",0
"KOR",1964,"Winter","Silver",0
"CHN",1964,"Winter","Silver",0
"DEN",1968,"Winter","Silver",0
"FIN",1968,"Winter","Silver",2
"NOR",1968,"Winter","Silver",9
"NED",1968,"Winter","Silver",3
"FRA",1968,"Winter","Silver",3
"ITA",1968,"Winter","Silver",0
"ESP",1968,"Winter","Silver",0
"RUS",1968,"Winter","Silver",0
"USA",1968,"Winter","Silver",5
"HUN",1968,"Winter","Silver",0
"AUS",1968,"Winter","Silver",0
"CAN",1968,"Winter","Silver",1
"URS",1968,"Winter","Silver",6
"JPN",1968,"Winter","Silver",0
"SUI",1968,"Winter","Silver",2
"GDR",1968,"Winter","Silver",2
"SWE",1968,"Winter","Silver",7
"GBR",1968,"Winter","Silver",0
"ROU",1968,"Winter","Silver",0
"GER",1968,"Winter","Silver",0
"POL",1968,"Winter","Silver",0
"TCH",1968,"Winter","Silver",19
"FRG",1968,"Winter","Silver",3
"KOR",1968,"Winter","Silver",0
"CHN",1968,"Winter","Silver",0
"DEN",1972,"Winter","Silver",0
"FIN",1972,"Winter","Silver",9
"NOR",1972,"Winter","Silver",8
"NED",1972,"Winter","Silver",3
"FRA",1972,"Winter","Silver",1
"ITA",1972,"Winter","Silver",5
"ESP",1972,"Winter","Silver",0
"RUS",1972,"Winter","Silver",0
"USA",1972,"Winter","Silver",18
"HUN",1972,"Winter","Silver",0
"AUS",1972,"Winter","Silver",0
"CAN",1972,"Winter","Silver",1
"URS",1972,"Winter","Silver",6
"JPN",1972,"Winter","Silver",1
"SUI",1972,"Winter","Silver",3
"GDR",1972,"Winter","Silver",3
"SWE",1972,"Winter","Silver",1
"GBR",1972,"Winter","Silver",0
"ROU",1972,"Winter","Silver",0
"GER",1972,"Winter","Silver",0
"POL",1972,"Winter","Silver",0
"TCH",1972,"Winter","Silver",0
"FRG",1972,"Winter","Silver",2
"KOR",1972,"Winter","Silver",0
"CHN",1972,"Winter","Silver",0
"DEN",1976,"Winter","Silver",0
"FIN",1976,"Winter","Silver",10
"NOR",1976,"Winter","Silver",6
"NED",1976,"Winter","Silver",2
"FRA",1976,"Winter","Silver",0
"ITA",1976,"Winter","Silver",2
"ESP",1976,"Winter","Silver",0
"RUS",1976,"Winter","Silver",0
"USA",1976,"Winter","Silver",3
"HUN",1976,"Winter","Silver",0
"AUS",1976,"Winter","Silver",0
"CAN",1976,"Winter","Silver",1
"URS",1976,"Winter","Silver",7
"JPN",1976,"Winter","Silver",0
"SUI",1976,"Winter","Silver",6
"GDR",1976,"Winter","Silver",6
"SWE",1976,"Winter","Silver",0
"GBR",1976,"Winter","Silver",0
"ROU",1976,"Winter","Silver",0
"GER",1976,"Winter","Silver",0
"POL",1976,"Winter","Silver",0
"TCH",1976,"Winter","Silver",19
"FRG",1976,"Winter","Silver",7
"KOR",1976,"Winter","Silver",0
"CHN",1976,"Winter","Silver",0
"DEN",1980,"Winter","Silver",0
"FIN",1980,"Winter","Silver",5
"NOR",1980,"Winter","Silver",5
"NED",1980,"Winter","Silver",2
"FRA",1980,"Winter","Silver",0
"ITA",1980,"Winter","Silver",3
"ESP",1980,"Winter","Silver",0
"RUS",1980,"Winter","Silver",0
"USA",1980,"Winter","Silver",4
"HUN",1980,"Winter","Silver",2
"AUS",1980,"Winter","Silver",0
"CAN",1980,"Winter","Silver",1
"URS",1980,"Winter","Silver",29
"JPN",1980,"Winter","Silver",1
"SUI",1980,"Winter","Silver",4
"GDR",1980,"Winter","Silver",11
"SWE",1980,"Winter","Silver",0
"GBR",1980,"Winter","Silver",0
"ROU",1980,"Winter","Silver",0
"GER",1980,"Winter","Silver",0
"POL",1980,"Winter","Silver",0
"TCH",1980,"Winter","Silver",0
"FRG",1980,"Winter","Silver",2
"KOR",1980,"Winter","Silver",0
"CHN",1980,"Winter","Silver",0
"DEN",1984,"Winter","Silver",0
"FIN",1984,"Winter","Silver",3
"NOR",1984,"Winter","Silver",5
"NED",1984,"Winter","Silver",0
"FRA",1984,"Winter","Silver",1
"ITA",1984,"Winter","Silver",0
"ESP",1984,"Winter","Silver",0
"RUS",1984,"Winter","Silver",0
"USA",1984,"Winter","Silver",5
"HUN",1984,"Winter","Silver",0
"AUS",1984,"Winter","Silver",0
"CAN",1984,"Winter","Silver",1
"URS",1984,"Winter","Silver",15
"JPN",1984,"Winter","Silver",1
"SUI",1984,"Winter","Silver",2
"GDR",1984,"Winter","Silver",13
"SWE",1984,"Winter","Silver",2
"GBR",1984,"Winter","Silver",0
"ROU",1984,"Winter","Silver",0
"GER",1984,"Winter","Silver",0
"POL",1984,"Winter","Silver",0
"TCH",1984,"Winter","Silver",24
"FRG",1984,"Winter","Silver",1
"KOR",1984,"Winter","Silver",0
"CHN",1984,"Winter","Silver",0
"DEN",1988,"Winter","Silver",0
"FIN",1988,"Winter","Silver",22
"NOR",1988,"Winter","Silver",6
"NED",1988,"Winter","Silver",2
"FRA",1988,"Winter","Silver",0
"ITA",1988,"Winter","Silver",1
"ESP",1988,"Winter","Silver",0
"RUS",1988,"Winter","Silver",0
"USA",1988,"Winter","Silver",1
"HUN",1988,"Winter","Silver",0
"AUS",1988,"Winter","Silver",0
"CAN",1988,"Winter","Silver",2
"URS",1988,"Winter","Silver",14
"JPN",1988,"Winter","Silver",0
"SUI",1988,"Winter","Silver",7
"GDR",1988,"Winter","Silver",15
"SWE",1988,"Winter","Silver",0
"GBR",1988,"Winter","Silver",0
"ROU",1988,"Winter","Silver",0
"GER",1988,"Winter","Silver",0
"POL",1988,"Winter","Silver",0
"TCH",1988,"Winter","Silver",1
"FRG",1988,"Winter","Silver",7
"KOR",1988,"Winter","Silver",0
"CHN",1988,"Winter","Silver",0
"DEN",1992,"Winter","Silver",0
"FIN",1992,"Winter","Silver",1
"NOR",1992,"Winter","Silver",10
"NED",1992,"Winter","Silver",1
"FRA",1992,"Winter","Silver",6
"ITA",1992,"Winter","Silver",9
"ESP",1992,"Winter","Silver",0
"RUS",1992,"Winter","Silver",0
"USA",1992,"Winter","Silver",7
"HUN",1992,"Winter","Silver",0
"AUS",1992,"Winter","Silver",0
"CAN",1992,"Winter","Silver",28
"URS",1992,"Winter","Silver",0
"JPN",1992,"Winter","Silver",2
"SUI",1992,"Winter","Silver",0
"GDR",1992,"Winter","Silver",0
"SWE",1992,"Winter","Silver",0
"GBR",1992,"Winter","Silver",0
"ROU",1992,"Winter","Silver",0
"GER",1992,"Winter","Silver",17
"POL",1992,"Winter","Silver",0
"TCH",1992,"Winter","Silver",0
"FRG",1992,"Winter","Silver",0
"KOR",1992,"Winter","Silver",1
"CHN",1992,"Winter","Silver",3
"DEN",1994,"Winter","Silver",0
"FIN",1994,"Winter","Silver",1
"NOR",1994,"Winter","Silver",17
"NED",1994,"Winter","Silver",1
"FRA",1994,"Winter","Silver",1
"ITA",1994,"Winter","Silver",6
"ESP",1994,"Winter","Silver",0
"RUS",1994,"Winter","Silver",13
"USA",1994,"Winter","Silver",8
"HUN",1994,"Winter","Silver",0
"AUS",1994,"Winter","Silver",0
"CAN",1994,"Winter","Silver",29
"URS",1994,"Winter","Silver",0
"JPN",1994,"Winter","Silver",5
"SUI",1994,"Winter","Silver",8
"GDR",1994,"Winter","Silver",0
"SWE",1994,"Winter","Silver",1
"GBR",1994,"Winter","Silver",0
"ROU",1994,"Winter","Silver",0
"GER",1994,"Winter","Silver",10
"POL",1994,"Winter","Silver",0
"TCH",1994,"Winter","Silver",0
"FRG",1994,"Winter","Silver",0
"KOR",1994,"Winter","Silver",1
"CHN",1994,"Winter","Silver",1
"DEN",1998,"Winter","Silver",5
"FIN",1998,"Winter","Silver",7
"NOR",1998,"Winter","Silver",15
"NED",1998,"Winter","Silver",4
"FRA",1998,"Winter","Silver",1
"ITA",1998,"Winter","Silver",9
"ESP",1998,"Winter","Silver",0
"RUS",1998,"Winter","Silver",32
"USA",1998,"Winter","Silver",4
"HUN",1998,"Winter","Silver",0
"AUS",1998,"Winter","Silver",0
"CAN",1998,"Winter","Silver",28
"URS",1998,"Winter","Silver",0
"JPN",1998,"Winter","Silver",1
"SUI",1998,"Winter","Silver",5
"GDR",1998,"Winter","Silver",0
"SWE",1998,"Winter","Silver",2
"GBR",1998,"Winter","Silver",0
"ROU",1998,"Winter","Silver",0
"GER",1998,"Winter","Silver",12
"POL",1998,"Winter","Silver",0
"TCH",1998,"Winter","Silver",0
"FRG",1998,"Winter","Silver",0
"KOR",1998,"Winter","Silver",4
"CHN",1998,"Winter","Silver",9
"DEN",2002,"Winter","Silver",0
"FIN",2002,"Winter","Silver",5
"NOR",2002,"Winter","Silver",11
"NED",2002,"Winter","Silver",5
"FRA",2002,"Winter","Silver",5
"ITA",2002,"Winter","Silver",11
"ESP",2002,"Winter","Silver",0
"RUS",2002,"Winter","Silver",5
"USA",2002,"Winter","Silver",58
"HUN",2002,"Winter","Silver",0
"AUS",2002,"Winter","Silver",0
"CAN",2002,"Winter","Silver",7
"URS",2002,"Winter","Silver",0
"JPN",2002,"Winter","Silver",1
"SUI",2002,"Winter","Silver",7
"GDR",2002,"Winter","Silver",0
"SWE",2002,"Winter","Silver",2
"GBR",2002,"Winter","Silver",0
"ROU",2002,"Winter","Silver",0
"GER",2002,"Winter","Silver",23
"POL",2002,"Winter","Silver",1
"TCH",2002,"Winter","Silver",0
"FRG",2002,"Winter","Silver",0
"KOR",2002,"Winter","Silver",2
"CHN",2002,"Winter","Silver",5
"DEN",2006,"Winter","Silver",0
"FIN",2006,"Winter","Silver",34
"NOR",2006,"Winter","Silver",9
"NED",2006,"Winter","Silver",2
"FRA",2006,"Winter","Silver",2
"ITA",2006,"Winter","Silver",0
"ESP",2006,"Winter","Silver",0
"RUS",2006,"Winter","Silver",12
"USA",2006,"Winter","Silver",11
"HUN",2006,"Winter","Silver",0
"AUS",2006,"Winter","Silver",0
"CAN",2006,"Winter","Silver",28
"URS",2006,"Winter","Silver",0
"JPN",2006,"Winter","Silver",0
"SUI",2006,"Winter","Silver",7
"GDR",2006,"Winter","Silver",0
"SWE",2006,"Winter","Silver",21
"GBR",2006,"Winter","Silver",1
"ROU",2006,"Winter","Silver",0
"GER",2006,"Winter","Silver",25
"POL",2006,"Winter","Silver",1
"TCH",2006,"Winter","Silver",0
"FRG",2006,"Winter","Silver",0
"KOR",2006,"Winter","Silver",3
"CHN",2006,"Winter","Silver",5
"DEN",2010,"Winter","Silver",0
"FIN",2010,"Winter","Silver",1
"NOR",2010,"Winter","Silver",14
"NED",2010,"Winter","Silver",1
"FRA",2010,"Winter","Silver",6
"ITA",2010,"Winter","Silver",1
"ESP",2010,"Winter","Silver",0
"RUS",2010,"Winter","Silver",5
"USA",2010,"Winter","Silver",63
"HUN",2010,"Winter","Silver",0
"AUS",2010,"Winter","Silver",1
"CAN",2010,"Winter","Silver",15
"URS",2010,"Winter","Silver",0
"JPN",2010,"Winter","Silver",5
"SUI",2010,"Winter","Silver",0
"GDR",2010,"Winter","Silver",0
"SWE",2010,"Winter","Silver",3
"GBR",2010,"Winter","Silver",0
"ROU",2010,"Winter","Silver",0
"GER",2010,"Winter","Silver",24
"POL",2010,"Winter","Silver",3
"TCH",2010,"Winter","Silver",0
"FRG",2010,"Winter","Silver",0
"KOR",2010,"Winter","Silver",10
"CHN",2010,"Winter","Silver",3
"DEN",2014,"Winter","Silver",0
"FIN",2014,"Winter","Silver",7
"NOR",2014,"Winter","Silver",5
"NED",2014,"Winter","Silver",7
"FRA",2014,"Winter","Silver",4
"ITA",2014,"Winter","Silver",2
"ESP",2014,"Winter","Silver",0
"RUS",2014,"Winter","Silver",22
"USA",2014,"Winter","Silver",30
"HUN",2014,"Winter","Silver",0
"AUS",2014,"Winter","Silver",2
"CAN",2014,"Winter","Silver",22
"URS",2014,"Winter","Silver",0
"JPN",2014,"Winter","Silver",4
"SUI",2014,"Winter","Silver",4
"GDR",2014,"Winter","Silver",0
"SWE",2014,"Winter","Silver",32
"GBR",2014,"Winter","Silver",4
"ROU",2014,"Winter","Silver",0
"GER",2014,"Winter","Silver",12
"POL",2014,"Winter","Silver",4
"TCH",2014,"Winter","Silver",0
"FRG",2014,"Winter","Silver",0
"KOR",2014,"Winter","Silver",5
"CHN",2014,"Winter","Silver",4
"DEN",1924,"Winter","Bronze",0
"FIN",1924,"Winter","Bronze",3
"NOR",1924,"Winter","Bronze",6
"NED",1924,"Winter","Bronze",0
"FRA",1924,"Winter","Bronze",10
"ITA",1924,"Winter","Bronze",0
"ESP",1924,"Winter","Bronze",0
"RUS",1924,"Winter","Bronze",0
"USA",1924,"Winter","Bronze",1
"HUN",1924,"Winter","Bronze",0
"AUS",1924,"Winter","Bronze",0
"CAN",1924,"Winter","Bronze",0
"URS",1924,"Winter","Bronze",0
"JPN",1924,"Winter","Bronze",0
"SUI",1924,"Winter","Bronze",1
"GDR",1924,"Winter","Bronze",0
"SWE",1924,"Winter","Bronze",0
"GBR",1924,"Winter","Bronze",11
"ROU",1924,"Winter","Bronze",0
"GER",1924,"Winter","Bronze",0
"POL",1924,"Winter","Bronze",0
"TCH",1924,"Winter","Bronze",0
"FRG",1924,"Winter","Bronze",0
"KOR",1924,"Winter","Bronze",0
"CHN",1924,"Winter","Bronze",0
"DEN",1928,"Winter","Bronze",0
"FIN",1928,"Winter","Bronze",1
"NOR",1928,"Winter","Bronze",5
"NED",1928,"Winter","Bronze",0
"FRA",1928,"Winter","Bronze",0
"ITA",1928,"Winter","Bronze",0
"ESP",1928,"Winter","Bronze",0
"RUS",1928,"Winter","Bronze",0
"USA",1928,"Winter","Bronze",2
"HUN",1928,"Winter","Bronze",0
"AUS",1928,"Winter","Bronze",0
"CAN",1928,"Winter","Bronze",0
"URS",1928,"Winter","Bronze",0
"JPN",1928,"Winter","Bronze",0
"SUI",1928,"Winter","Bronze",12
"GDR",1928,"Winter","Bronze",0
"SWE",1928,"Winter","Bronze",1
"GBR",1928,"Winter","Bronze",1
"ROU",1928,"Winter","Bronze",0
"GER",1928,"Winter","Bronze",5
"POL",1928,"Winter","Bronze",0
"TCH",1928,"Winter","Bronze",1
"FRG",1928,"Winter","Bronze",0
"KOR",1928,"Winter","Bronze",0
"CHN",1928,"Winter","Bronze",0
"DEN",1932,"Winter","Bronze",0
"FIN",1932,"Winter","Bronze",1
"NOR",1932,"Winter","Bronze",3
"NED",1932,"Winter","Bronze",0
"FRA",1932,"Winter","Bronze",0
"ITA",1932,"Winter","Bronze",0
"ESP",1932,"Winter","Bronze",0
"RUS",1932,"Winter","Bronze",0
"USA",1932,"Winter","Bronze",3
"HUN",1932,"Winter","Bronze",2
"AUS",1932,"Winter","Bronze",0
"CAN",1932,"Winter","Bronze",5
"URS",1932,"Winter","Bronze",0
"JPN",1932,"Winter","Bronze",0
"SUI",1932,"Winter","Bronze",0
"GDR",1932,"Winter","Bronze",0
"SWE",1932,"Winter","Bronze",0
"GBR",1932,"Winter","Bronze",0
"ROU",1932,"Winter","Bronze",0
"GER",1932,"Winter","Bronze",14
"POL",1932,"Winter","Bronze",0
"TCH",1932,"Winter","Bronze",0
"FRG",1932,"Winter","Bronze",0
"KOR",1932,"Winter","Bronze",0
"CHN",1932,"Winter","Bronze",0
"DEN",1936,"Winter","Bronze",0
"FIN",1936,"Winter","Bronze",3
"NOR",1936,"Winter","Bronze",3
"NED",1936,"Winter","Bronze",0
"FRA",1936,"Winter","Bronze",1
"ITA",1936,"Winter","Bronze",0
"ESP",1936,"Winter","Bronze",0
"RUS",1936,"Winter","Bronze",0
"USA",1936,"Winter","Bronze",14
"HUN",1936,"Winter","Bronze",2
"AUS",1936,"Winter","Bronze",0
"CAN",1936,"Winter","Bronze",0
"URS",1936,"Winter","Bronze",0
"JPN",1936,"Winter","Bronze",0
"SUI",1936,"Winter","Bronze",0
"GDR",1936,"Winter","Bronze",0
"SWE",1936,"Winter","Bronze",6
"GBR",1936,"Winter","Bronze",4
"ROU",1936,"Winter","Bronze",0
"GER",1936,"Winter","Bronze",0
"POL",1936,"Winter","Bronze",0
"TCH",1936,"Winter","Bronze",0
"FRG",1936,"Winter","Bronze",0
"KOR",1936,"Winter","Bronze",0
"CHN",1936,"Winter","Bronze",0
"DEN",1940,"Winter","Bronze",0
"FIN",1940,"Winter","Bronze",0
"NOR",1940,"Winter","Bronze",0
"NED",1940,"Winter","Bronze",0
"FRA",1940,"Winter","Bronze",0
"ITA",1940,"Winter","Bronze",0
"ESP",1940,"Winter","Bronze",0
"RUS",1940,"Winter","Bronze",0
"USA",1940,"Winter","Bronze",0
"HUN",1940,"Winter","Bronze",0
"AUS",1940,"Winter","Bronze",0
"CAN",1940,"Winter","Bronze",0
"URS",1940,"Winter","Bronze",0
"JPN",1940,"Winter","Bronze",0
"SUI",1940,"Winter","Bronze",0
"GDR",1940,"Winter","Bronze",0
"SWE",1940,"Winter","Bronze",0
"GBR",1940,"Winter","Bronze",0
"ROU",1940,"Winter","Bronze",0
"GER",1940,"Winter","Bronze",0
"POL",1940,"Winter","Bronze",0
"TCH",1940,"Winter","Bronze",0
"FRG",1940,"Winter","Bronze",0
"KOR",1940,"Winter","Bronze",0
"CHN",1940,"Winter","Bronze",0
"DEN",1944,"Winter","Bronze",0
"FIN",1944,"Winter","Bronze",0
"NOR",1944,"Winter","Bronze",0
"NED",1944,"Winter","Bronze",0
"FRA",1944,"Winter","Bronze",0
"ITA",1944,"Winter","Bronze",0
"ESP",1944,"Winter","Bronze",0
"RUS",1944,"Winter","Bronze",0
"USA",1944,"Winter","Bronze",0
"HUN",1944,"Winter","Bronze",0
"AUS",1944,"Winter","Bronze",0
